Course Code,Course Name,Course Instructor,Parsed Course Name
2198-82886,Fa19-JPN-127148-01-Japanese Film,"Cullen, Jennifer",Japanese Film
2198-82887,Fa19-JPN-127239-01-Directed Study,,Directed Study
2198-82888,Fa19-JPN-127263-01-Directed Study,,Directed Study
2198-82889,Fa19-HIST-124925-55-Middle East To Ww I,"Roberts, Hugh",Middle East To Ww I
2198-82890,Fa19-HIST-125808-62-Spec Top:world&transrgnl,"Applebaum, Rachel",Spec Top:world&transrgnl
2198-82891,Fa19-JPN-128510-01-Advanced Directed Study,,Advanced Directed Study
2198-82892,Fa19-HIST-125334-65-World Of Islam,"Manz, Beatrice",World Of Islam
2198-82893,Fa19-JPN-128658-01-Honors Thesis A,,Honors Thesis A
2198-82894,Fa19-PAIC-143317-01-Painting: Introduction,"MacMahon, Michael",Painting: Introduction
2198-82895,Fa19-HIST-125439-70-Modern Armenia,"Baghdiantz-McCabe, Ina",Modern Armenia
2198-82896,Fa19-HIST-128130-71-Found Sem:north America,"Drachman, Virginia",Found Sem:north America
2198-82897,Fa19-PAIC-143316-CE-Painting: Introduction CE,"MacMahon, Michael",Painting: Introduction CE
2198-82898,Fa19-JS-120877-01-Special Topics,"Brawer, Naftali",Special Topics
2198-82899,Fa19-JS-120949-01-Directed Study,,Directed Study
2198-82900,Fa19-HIST-129238-75-Foundation Sem : Europe,"Marrone, Steven",Foundation Sem : Europe
2198-82901,Fa19-JS-120977-01-Directed Study,,Directed Study
2198-82902,Fa19-JS-122071-01-Advanced Directed Study,,Advanced Directed Study
2198-82903,Fa19-JS-122089-01-Advanced Directed Study,,Advanced Directed Study
2198-82904,Fa19-HIST-143626-80-Global Environmental History,"Rice, James",Global Environmental History
2198-82905,Fa19-PAIC-142627-01-Painting the Landscape,"MacMahon, Michael",Painting the Landscape
2198-82906,Fa19-HIST-139419-76-Decolonization,"Manjapra, Kris",Decolonization
2198-82907,Fa19-PAIC-142584-CE-Painting the Landscape CE,"MacMahon, Michael",Painting the Landscape CE
2198-82908,Fa19-HIST-121256-80-Rev Central/south Amer,"Winn, Peter",Rev Central/south Amer
2198-82909,Fa19-MUS-124285-01-Music on Film; Film on Music,"Campana, Alessandra",Music on Film; Film on Music
2198-82910,Fa19-PAIC-142628-01-Portrait Painting & Drawing,"Carter, Patrick",Portrait Painting & Drawing
2198-82911,Fa19-PAIC-142585-CE-Portrait Painting & Drawing CE,"Carter, Patrick",Portrait Painting & Drawing CE
2198-82912,Fa19-HIST-124028-80-Gen/Sexuality-Middle Ages/Ren,"Rankin, Alisha",Gen/Sexuality-Middle Ages/Ren
2198-82913,Fa19-HIST-124237-82-French Revolution,"Foster, Elizabeth",French Revolution
2198-82914,Fa19-RUS-134446-01-Directed Study,,Directed Study
2198-82915,Fa19-RUS-134526-01-Directed Study,,Directed Study
2198-82916,Fa19-EC-109500-1RA-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82917,Fa19-HIST-125125-90-Adv Sp Tp: North America,"Ueda, Reed",Adv Sp Tp: North America
2198-82918,Fa19-EC-109500-1RB-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82919,Fa19-EC-109500-1RC-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82920,Fa19-EC-109500-1RD-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82921,Fa19-EC-109500-1RE-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82922,Fa19-EC-109500-1RF-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82923,Fa19-EC-109500-1RG-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82924,Fa19-EC-109500-1RH-Principles Economics,"Ulusoy, Fahri",Principles Economics
2198-82925,Fa19-PAIC-142583-CE-Painting: Intermed to Adv CE,"Spatz-Rabinowitz, Elaine",Painting: Intermed to Adv CE
2198-82926,Fa19-RUS-135109-01-Russia Today:society&cul,"Gassel-Vozlinskaya, Tatyana",Russia Today:society&cul
2198-82928,Fa19-PAIC-142629-01-Painting: Intermed to Advanced,"Spatz-Rabinowitz, Elaine",Painting: Intermed to Advanced
2198-82929,Fa19-HIST-125125-98-Adv Sp Tp: North America,"Ekbladh, David",Adv Sp Tp: North America
2198-82930,Fa19-PHTC-142265-01-Digital Photography: Intro,"Tam, Joanna",Digital Photography: Intro
2198-82931,Fa19-PHTC-142879-CE-Digital Photography: Intro CE,"Tam, Joanna",Digital Photography: Intro CE
2198-82932,Fa19-CEE-109421-LC-Special Topics,"Jiang, Shan",Special Topics
2198-82933,Fa19-CEE-109421-LD-Special Topics,"Jiang, Shan",Special Topics
2198-82934,Fa19-HIST-128102-95-Research Sem:north Amer,"Field, Kendra",Research Sem:north Amer
2198-82935,Fa19-HIST-124744-98-Research Sem: Me/c Asia,"Roberts, Hugh",Research Sem: Me/c Asia
2198-82936,Fa19-CH-143393-01-CH Innovation Lecture Series,"Allen, Jennifer",CH Innovation Lecture Series
2198-82937,Fa19-HIST-139223-99-Comparative Colloquia,"Ueda, Reed",Comparative Colloquia
2198-82938,Fa19-CHEM-110106-02-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-82940,Fa19-PE-133762-A-Swimming I,"Acquaviva, Joseph",Swimming I
2198-82941,Fa19-PE-133762-B-Swimming I,"Brethauer, Abby",Swimming I
2198-82942,Fa19-PE-134086-A-Yoga,"McEldowney IV, Elliot",Yoga
2198-82943,Fa19-PE-134086-B-Yoga,"McEldowney IV, Elliot",Yoga
2198-82944,Fa19-PE-134086-C-Yoga,"Hoffman, Sarah",Yoga
2198-82945,Fa19-PE-134086-D-Yoga,"Gaither, Pamela",Yoga
2198-82946,Fa19-PE-134151-A-Pilates,"Graves, Sharon",Pilates
2198-82947,Fa19-PE-134447-A-Ropes & Rocks,"Battista, Lauren",Ropes & Rocks
2198-82948,Fa19-PE-134585-A-Tennis I,"Raho, Joseph",Tennis I
2198-82949,Fa19-PE-134600-A-Tennis II,"Gregor, Karl",Tennis II
2198-82950,Fa19-PE-134843-A-Golf I,"Pendergast, George",Golf I
2198-82951,Fa19-PE-134843-B-Golf I,"Sheldon Jr, Robert",Golf I
2198-82952,Fa19-PE-134843-C-Golf I,"Norton, Patrick",Golf I
2198-82953,Fa19-PE-134858-A-Spinning,"Mattera, Christine",Spinning
2198-82954,Fa19-PE-135114-A-Physical Fitness,"Shute, Courtney",Physical Fitness
2198-82955,Fa19-PE-135114-B-Physical Fitness,"Shute, Courtney",Physical Fitness
2198-82956,Fa19-PE-135250-A-Strength Training-Women,"Boucher, Bryn",Strength Training-Women
2198-82957,Fa19-PE-135652-A-Self Defense,"Polak, Yankel",Self Defense
2198-82958,Fa19-PE-135114-C-Physical Fitness,,Physical Fitness
2198-82959,Fa19-PE-135130-A-Weight Training,"D'Annolfo, Casey",Weight Training
2198-82960,Fa19-PE-135130-B-Weight Training,"Berube, Carla",Weight Training
2198-82961,Fa19-PE-134585-B-Tennis I,"Gregor, Karl",Tennis I
2198-82962,Fa19-PE-135114-D-Physical Fitness,"Baumgartner, Rachel",Physical Fitness
2198-82963,Fa19-PE-136039-A-Independent Study,"Weinstein, Carl",Independent Study
2198-82964,Fa19-PE-136271-A-Advanced Prin Exercise,"Kopcso, Daniel",Advanced Prin Exercise
2198-82965,Fa19-PE-136087-A-Emergency Care,"Weinstein, Carl",Emergency Care
2198-82966,Fa19-PE-136039-B-Independent Study,"Kopcso, Daniel",Independent Study
2198-82967,Fa19-PHY-129479-RC-Intro Physics I W/lab,,Intro Physics I W/lab
2198-82968,Fa19-ILVS-140606-01-Love & Sexuality in World Lit.,"Carleton, Gregory; Inouye, Charles",Love & Sexuality in World Lit.
2198-82972,Fa19-ES-113270-ME1-Fluid Mechanics,"Guasto, Jeffrey",Fluid Mechanics
2198-82973,Fa19-ES-113270-ME2-Fluid Mechanics,"Matson, Douglas",Fluid Mechanics
2198-82974,Fa19-PHY-131493-RR-General Physics I W/lab,,General Physics I W/lab
2198-82975,Fa19-REL-141487-01-Zen Buddhism,"Walser, Joseph",Zen Buddhism
2198-82979,Fa19-REL-131538-01-Religion And Film,"Lemons, Elizabeth",Religion And Film
2198-82980,Fa19-REL-132285-01-Religion & Colonialism S Asia,"Hatcher, Brian",Religion & Colonialism S Asia
2198-82982,Fa19-ES-115411-01-Numerical Methods,"Abedian, Behrouz",Numerical Methods
2198-82983,Fa19-ME-127673-L-Materials Science and Engineer,"Saigal, Anil",Materials Science and Engineer
2198-82984,Fa19-ME-121277-AER-Sp Topics - Engineering,"Duncan, Bradley",Sp Topics - Engineering
2198-82985,Fa19-ME-129432-01-Adv Data Aquisition,,Adv Data Aquisition
2198-82986,Fa19-ME-121277-DS-Sp Topics - Engineering,"Sunter, Deborah",Sp Topics - Engineering
2198-82987,Fa19-ME-143427-01-GPS & Satellite Navigation,"Misra, Pratap",GPS & Satellite Navigation
2198-82988,Fa19-ME-122898-VF-Special Topics,"Abedian, Behrouz",Special Topics
2198-82989,Fa19-ES-114989-ME-Special Topics In En,,Special Topics In En
2198-82990,Fa19-ENP-143350-01-Methods for Human Factors Eng.,"Hannon, Daniel",Methods for Human Factors Eng.
2198-82991,Fa19-ENP-116201-CP-Seminar In Enp,"Intriligator, James",Seminar In Enp
2198-82992,Fa19-ENP-143805-01-Applied Behavioral Stats Eng.,"Hannon, Daniel",Applied Behavioral Stats Eng.
2198-82993,Fa19-ENP-143806-01-Masters Capstone,"Aurelio, David",Masters Capstone
2198-82994,Fa19-EM-142822-01-Design of Experiments & Predic,"Plotkin, Rebekah; Pochampally, Kishore",Design of Experiments & Predic
2198-82995,Fa19-EM-142822-02-Design of Experiments & Predic,"Plotkin, Rebekah; Pochampally, Kishore",Design of Experiments & Predic
2198-82996,Fa19-EM-142822-03-Design of Experiments & Predic,"Nash, James; Plotkin, Rebekah",Design of Experiments & Predic
2198-82997,Fa19-EM-143027-01-Systematic Innovations,"Ikovenko, Sergei; Plotkin, Rebekah",Systematic Innovations
2198-82999,Fa19-EM-142827-01-Supply Chain Management,"Brown, Gerald; Plotkin, Rebekah",Supply Chain Management
2198-83000,Fa19-EM-142827-02-Supply Chain Management,"Plotkin, Rebekah; Weiss, Abbott",Supply Chain Management
2198-83001,Fa19-EM-142827-03-Supply Chain Management,"Brown, Gerald; Plotkin, Rebekah",Supply Chain Management
2198-83002,Fa19-EM-142831-0-Fundamentals of Economics,"Ghosh, Partha; Plotkin, Rebekah",Fundamentals of Economics
2198-83003,Fa19-EM-142831-02-Fundamentals of Economics,"Ghosh, Partha; Plotkin, Rebekah",Fundamentals of Economics
2198-83004,Fa19-EM-142831-03-Fundamentals of Economics,"Ghosh, Partha; Plotkin, Rebekah",Fundamentals of Economics
2198-83005,Fa19-EM-142834-01-Ethics of Leadership,"Plotkin, Rebekah; Seminara, Jane",Ethics of Leadership
2198-83006,Fa19-EM-142834-02-Ethics of Leadership,"Plotkin, Rebekah; Winston, Ewa",Ethics of Leadership
2198-83007,Fa19-EM-142834-03-Ethics of Leadership,"Plotkin, Rebekah; Seminara, Jane",Ethics of Leadership
2198-83008,Fa19-EM-142825-01-Sustainability,"Mooney, Thomas; Plotkin, Rebekah",Sustainability
2198-83009,Fa19-EM-142825-02-Sustainability,"Mooney, Thomas",Sustainability
2198-83010,Fa19-EM-142825-03-Sustainability,"Mooney, Thomas; Plotkin, Rebekah",Sustainability
2198-83011,Fa19-ILVS-126224-01-Senior Honors Thesis A,"Hirata, Hosea",Senior Honors Thesis A
2198-83012,Fa19-ILVS-126144-01-Advanced Directed Study,,Advanced Directed Study
2198-83013,Fa19-ILVS-126182-01-Advanced Directed Study,"Inouye, Charles",Advanced Directed Study
2198-83014,Fa19-RUS-135640-01-Advanced Directed Study,,Advanced Directed Study
2198-83015,Fa19-RUS-135662-01-Advanced Directed Study,,Advanced Directed Study
2198-83016,Fa19-CHEM-110106-02RA-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-83017,Fa19-CHEM-110106-02RB-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-83018,Fa19-RUS-135802-01-Senior Honors Thesis A,,Senior Honors Thesis A
2198-83019,Fa19-CSHD-106873-01-Apprch To 'Prob Behavior',"Scarlett, W",Apprch To 'Prob Behavior'
2198-83020,Fa19-CHEM-110106-02RC-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-83021,Fa19-EM-142504-02-Leading for Impact,"Lennon, Stacy; Plotkin, Rebekah",Leading for Impact
2198-83022,Fa19-ANTH-104560-01-Intro to Latinx Cultures,"Luna, Sarah",Intro to Latinx Cultures
2198-83023,Fa19-CSHD-140150-01-Master's Internship Seminar,"Modry-Mandell, Kerri",Master's Internship Seminar
2198-83024,Fa19-ANTH-106196-01-Anthropological Thought,"Abowd, Thomas",Anthropological Thought
2198-83025,Fa19-ANTH-106563-01-Media of the Middle East,"Bishara, Amahl",Media of the Middle East
2198-83026,Fa19-CHEM-110106-02RD-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-83027,Fa19-CSHD-108125-01-Special Topics,,Special Topics
2198-83029,Fa19-CHEM-110106-02RZ-Chem Principles W/lab,"Davis, Luke",Chem Principles W/lab
2198-83030,Fa19-ANTH-106942-05-Selected Topics,"Luna, Sarah",Selected Topics
2198-83031,Fa19-CSHD-108271-01-Appl'd Devel Science,"Lerner, Richard",Appl'd Devel Science
2198-83032,Fa19-CSHD-141734-01-Structural Equation Modeling,"Johnson, Sara",Structural Equation Modeling
2198-83033,Fa19-CSHD-108520-01-Cultural Sensitivity,"Pinderhughes, Ellen",Cultural Sensitivity
2198-83034,Fa19-ANTH-140125-01-Posthuman Thought,"Blanchette, Alexander",Posthuman Thought
2198-83035,Fa19-ARB-102805-02-Advanced Directed Study,"Abdul-Aziz, Rana",Advanced Directed Study
2198-83036,Fa19-CSHD-105827-01-Curric For Yng Child,"Johnson, Bruce",Curric For Yng Child
2198-83037,Fa19-PHY-132332-LA-Optics And Wave Motion,,Optics And Wave Motion
2198-83038,Fa19-COMP-104859-LD-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-83039,Fa19-COMP-104859-LE-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-83040,Fa19-COMP-104859-LF-Mach Struc & Programming,"Monroe, Megan; Townsend, Richard",Mach Struc & Programming
2198-83042,Fa19-COMP-104940-02-Special Topics,"Sheldon, Mark",Special Topics
2198-83044,Fa19-COMP-143431-01-Spec Top Social Context Comp,"Chow, Ming; Landau, Susan",Spec Top Social Context Comp
2198-83045,Fa19-PRTC-142588-CE-Lithography: Art of the Mul CE,"Muskat, Carolyn",Lithography: Art of the Mul CE
2198-83046,Fa19-PRTC-142631-01-Lithography: Art of the Multip,"Muskat, Carolyn",Lithography: Art of the Multip
2198-83047,Fa19-COMP-104981-02-Discrete Mathematics,"Edwards, Karen",Discrete Mathematics
2198-83048,Fa19-CH-143619-01-Data Analysis./ Mgmt Hlth,"Holmes, Ashley",Data Analysis./ Mgmt Hlth
2198-83049,Fa19-COMP-139066-01-Bioinfomatics,"Slonim, Donna",Bioinfomatics
2198-83050,Fa19-PRTC-142635-01-Screenprinting A to Z,"Hecht, Michael",Screenprinting A to Z
2198-83051,Fa19-PRTC-142589-CE-Screenprinting A to Z CE,"Hecht, Michael",Screenprinting A to Z CE
2198-83054,Fa19-PHY-139033-LA-Optics and Wave Motion,,Optics and Wave Motion
2198-83055,Fa19-GRAC-142611-02-Graphic Design I,,Graphic Design I
2198-83057,Fa19-GRAC-142611-01-Graphic Design I,"Hodara, Sofie",Graphic Design I
2198-83058,Fa19-GRAC-142268-CE-Graphic Design I CE,"Hodara, Sofie",Graphic Design I CE
2198-83059,Fa19-COMP-141488-01-Internet-scale Distributed Sys,"Mendelsohn, Noah",Internet-scale Distributed Sys
2198-83060,Fa19-MATH-125092-FT-Doctoral Contin F/T,"Adler, James",Doctoral Contin F/T
2198-83061,Fa19-MATH-125000-PT-Doctoral Contin P/T,"Adler, James",Doctoral Contin P/T
2198-83062,Fa19-CHEM-100957-01RI-Organic Chemistry I,"Kritzer, Joshua",Organic Chemistry I
2198-83063,Fa19-MATH-124955-RA-Grad Research Assistant,"Adler, James",Grad Research Assistant
2198-83064,Fa19-MATH-124932-TA-Grad Teaching Assistant,"Adler, James",Grad Teaching Assistant
2198-83065,Fa19-GRAC-142620-01-Illustration II,"Lang, Glenna",Illustration II
2198-83066,Fa19-GRAC-142580-CE-Illustration II CE,"Lang, Glenna",Illustration II CE
2198-83067,Fa19-CEE-108640-01-Adv Structural Analysis,"Hines, Eric",Adv Structural Analysis
2198-83069,Fa19-ITAL-122659-RA-Intermediate Italian II,"Pausini, Cristina",Intermediate Italian II
2198-83070,Fa19-ITAL-123856-1-Independent Study,"Pollina, Vincent",Independent Study
2198-83071,Fa19-ITAL-123856-2-Independent Study,"Baffoni-Licata, Laura",Independent Study
2198-83072,Fa19-ITAL-123856-3-Independent Study,"Pausini, Cristina",Independent Study
2198-83073,Fa19-ITAL-123856-4-Independent Study,"Merolla, Carmela",Independent Study
2198-83074,Fa19-MATH-124909-FT-Masters Degree Cont F/T,"Adler, James",Masters Degree Cont F/T
2198-83075,Fa19-MATH-124878-PT-Masters Degree Cont P/T,"Adler, James",Masters Degree Cont P/T
2198-83076,Fa19-ITAL-124190-A-Special Topics,"Baffoni-Licata, Laura",Special Topics
2198-83077,Fa19-ITAL-124245-1-Independent Study,"Pollina, Vincent",Independent Study
2198-83078,Fa19-ITAL-124245-2-Independent Study,"Baffoni-Licata, Laura",Independent Study
2198-83079,Fa19-ITAL-124245-3-Independent Study,"Pausini, Cristina",Independent Study
2198-83080,Fa19-ITAL-124245-4-Independent Study,"Merolla, Carmela",Independent Study
2198-83081,Fa19-POR-137700-A-Comp & Conversation I,"Soares, Cristiane",Comp & Conversation I
2198-83082,Fa19-POR-137700-RA-Comp & Conversation I,"Soares, Cristiane",Comp & Conversation I
2198-83083,Fa19-POR-137700-RB-Comp & Conversation I,"Soares, Cristiane",Comp & Conversation I
2198-83084,Fa19-POR-142733-A-Portuguese in the Community,"Soares, Cristiane",Portuguese in the Community
2198-83085,Fa19-REL-130632-01-Intro To Hinduism,"Hatcher, Brian",Intro To Hinduism
2198-83086,Fa19-AST-140725-01-Galactic and Extragalactic Ast,"Sajina, Anna",Galactic and Extragalactic Ast
2198-83087,Fa19-MATH-124479-01-PhD Thesis II,"Adler, James; Boghosian, Bruce; Borgers, Christoph; Duchin, Moon; Gonzalez, Fulton; Hasselblatt, Boris; Hening, Alexandru; Hu, Xiaozhe; Kilmer, Misha; Lemke-Oliver, Robert; McNinch, George; Murphy, James; Nitecki, Zbigniew; Quinto, Eric; Ruane, Kim; Smyth, David; Teixidor I Bigas, Montserrat; Tu, Loring; Walsh, Genevieve",PhD Thesis II
2198-83088,Fa19-COMP-105871-05-Special Topics,"Dogar, Fahad",Special Topics
2198-83089,Fa19-AST-106904-01-Galactic Astronomy,"Marchesini, Danilo",Galactic Astronomy
2198-83090,Fa19-MATH-124462-01-PhD Thesis I,"Adler, James; Boghosian, Bruce; Borgers, Christoph; Duchin, Moon; Gonzalez, Fulton; Hasselblatt, Boris; Hening, Alexandru; Hu, Xiaozhe; Kilmer, Misha; Lemke-Oliver, Robert; McNinch, George; Murphy, James; Nitecki, Zbigniew; Quinto, Eric; Ruane, Kim; Smyth, David; Teixidor I Bigas, Montserrat; Tu, Loring; Walsh, Genevieve",PhD Thesis I
2198-83091,Fa19-BME-110117-02-Special Topics,"Jiang, Xiaocheng",Special Topics
2198-83092,Fa19-COMP-105871-02-Special Topics,"Liu, Liping",Special Topics
2198-83093,Fa19-COMP-105871-11-Special Topics,"Souvaine, Diane",Special Topics
2198-83094,Fa19-SPN-136034-CZ-Elem Spanish I,"Haltom, Pam",Elem Spanish I
2198-83095,Fa19-COMP-143784-01-Principles Data Sci in Python,"Singh, Jitendra",Principles Data Sci in Python
2198-83096,Fa19-COMP-107336-01-Advanced Special Topics,"Souvaine, Diane",Advanced Special Topics
2198-83097,Fa19-EM-142834-04-Ethics of Leadership,"Plotkin, Rebekah; Winston, Ewa",Ethics of Leadership
2198-83098,Fa19-SPN-136268-M-Intermed Spanish I,"Levy-Konesky, Nancy",Intermed Spanish I
2198-83099,Fa19-EM-142834-05-Ethics of Leadership,"Plotkin, Rebekah; Seminara, Jane",Ethics of Leadership
2198-83100,Fa19-MATH-129775-01-Math Of Social Choice,"Garant, Linda",Math Of Social Choice
2198-83102,Fa19-SPN-136377-RN-Intermed Spanish II,"Fernandez-Garcia, Marisol",Intermed Spanish II
2198-83103,Fa19-SPN-136390-A-Int Spn For Heritage St,"Berte, Maria",Int Spn For Heritage St
2198-83104,Fa19-MATH-129790-01-Introductory Statistics,"Garant, Linda",Introductory Statistics
2198-83105,Fa19-MATH-129790-02-Introductory Statistics,,Introductory Statistics
2198-83106,Fa19-MATH-129880-01-Calculus I,"Kaufmann, Gail",Calculus I
2198-83107,Fa19-MATH-129880-01RA-Calculus I,"Kaufmann, Gail",Calculus I
2198-83108,Fa19-MATH-129880-01RB-Calculus I,"Kaufmann, Gail",Calculus I
2198-83109,Fa19-EM-139448-01-Leadership/Tech Professionals,"Winston, Ewa",Leadership/Tech Professionals
2198-83110,Fa19-ENV-143231-RA-Intro to Environmental Studies,"Stein, Ninian",Intro to Environmental Studies
2198-83111,Fa19-ENV-143231-RB-Intro to Environmental Studies,"Stein, Ninian",Intro to Environmental Studies
2198-83112,Fa19-ENV-143231-RC-Intro to Environmental Studies,"Stein, Ninian",Intro to Environmental Studies
2198-83113,Fa19-ENV-143231-RD-Intro to Environmental Studies,"Stein, Ninian",Intro to Environmental Studies
2198-83114,Fa19-MATH-129880-01RC-Calculus I,"Kaufmann, Gail",Calculus I
2198-83115,Fa19-SPN-137187-XC-Comp/Conv II,"Smith, Patricia",Comp/Conv II
2198-83116,Fa19-MATH-129880-02-Calculus I,"McNinch, George",Calculus I
2198-83117,Fa19-UEP-143705-01-Introduction to Urban Studies,"Hollander, Justin",Introduction to Urban Studies
2198-83118,Fa19-SPN-137681-C-Lat Am Lit Nation Blding- 21 C,"Ruiz, Pablo",Lat Am Lit Nation Blding- 21 C
2198-83119,Fa19-MATH-129880-02RA-Calculus I,"McNinch, George",Calculus I
2198-83120,Fa19-MATH-129880-02RB-Calculus I,"McNinch, George",Calculus I
2198-83121,Fa19-CVS-143302-RA-Intro to Civic Studies,,Intro to Civic Studies
2198-83122,Fa19-CVS-143302-RB-Intro to Civic Studies,,Intro to Civic Studies
2198-83123,Fa19-MATH-129880-02RC-Calculus I,"McNinch, George",Calculus I
2198-83124,Fa19-MES-143706-01-Independent Study,,Independent Study
2198-83125,Fa19-MES-143707-01-Independent Study,,Independent Study
